target,source,flow
01F0376N,01F0467N,2
03F1633N,03F1215N,16
03F2415N,03F0996N,1
01F1774N,03F0846N,10
03F2231N,01F3590S,1
03F0201N,01F0880S,1
03F3588S,01F3640N,2
03F3916N,03F3445N,18
01F2483N,01F1572N,2
01H0447N,03F0301N,3
03F2194S,03F3259S,4
01F3676N,01F3525N,10
03F0301S,01H0271N,1
01F3227N,03F2153N,9
03F2709S,01F2483N,2
01F0509S,01F0233N,1
03F4021N,03F0394N,2
01F2156N,01F0467N,3
01F2156N,01F1906N,90
01F0681N,01H0271N,154
03F0116N,01F0155S,191
03F1651N,05F0494S,2
01F2089S,01F3227S,11
01F3366N,01F2425N,7
03F3854S,01F3590N,4
01F0557S,01F2011S,3
01F1389S,01F2603S,8
03F0648S,03F2129S,5
01F0681S,03F2129S,1
03F3445S,01F3252S,29
01F0509S,03F3916S,2
03F0116S,03F0447S,12
01F1774S,01F2011S,105
03F2306N,03F2194N,29
01F2089S,03F3496S,2
01H0305S,01F1725S,43
03F1395N,01F0557S,1
03F0846S,01F3185S,1
01F1802S,03F1941N,130
01F2156S,01F2156S,368
03F1633S,03F4232S,2
01F0750S,01F3460S,1
03F0961S,03F2614S,1
01F2425S,01F3640S,23
01F0980S,03F2985S,1
03F0087S,01H0206S,3
03F1257N,01F0979N,64
03F2152S,03F2923S,25
03F0846N,01F0339N,8
01F3460N,03F2066S,2
01F0017S,03F0783S,1
03F2078N,03F0447N,6
03F3854N,03F4021N,1
03F2614N,03F1779N,1
05F0001N,01F0467S,5
01F0557N,01F0880S,2
03F0006S,03F0525S,39
01H0206S,01F0633S,163
01F3227N,03F2306N,4
03F1215S,03F1395S,79
03F3445N,03F3307N,98
01F2322S,03F4018S,1
01F0633S,03F2415S,2
01F0532S,03F1860S,4
03F3307S,01F3640S,28
03F2066S,03F2306S,49
03F1395S,03F1944S,1
01F2011S,01F3366S,6
01H0305S,03F2100S,2
01F2011N,01F0681S,1
01F0099S,01F0557S,10
01F0750N,01F0633N,225
01F2714S,01F3460S,7
03F3101S,03F2985N,1
01F1123S,03F2129S,5
01F3083S,01F3126S,158
03F1739S,01F1960S,1
01F0264S,03F3496S,1
05F0438N,01F2930S,1
03F2306S,03F3916S,2
01H0305S,01F0256N,2
01F2514S,01F3126S,15
03F2153N,03F1485N,4
01F0264S,01F3227S,1
03F3588S,03F3743S,250
01F0950S,01F2714S,1
03F0447S,03F2194S,5
01F1389N,01F0233N,1
01F1839N,03F0217N,1
01F2394N,01F1839N,81
01F0248S,01F1839S,6
01F0956N,01H0579N,2
03F3588S,03F3670S,117
01F2322N,01H0271N,1
03F0447N,01F0061N,12
03F2100N,05F0439S,2
03F0698N,03F0338N,2
05F0309N,03F2100S,2
01F3640N,03F0559N,6
03F0498N,03F0394N,748
03F2336S,03F2747S,1
03F2194N,03F0525N,2
01F0633S,03F0447N,5
01F0532S,01F1389S,2
03F0301S,03F1633S,2
01F1292N,03F0021N,1
03F4232N,01F1389N,3
05F0438N,01F0750S,6
01F0880N,01F0584N,241
01F2483N,01F0061N,1
01F0750N,01H0333N,1
01F1839N,01F1774N,332
01F0750S,03F1739S,4
01F2425S,03F2535N,6
03F0006S,01F0182S,132
03F1051N,03F1022N,24
03F3743N,01F0880N,2
03F0648N,01F0467N,83
01F1774S,03F3670S,2
01F3590N,03F1651N,2
01F3252N,03F4168S,1
03F1739N,03F0140N,5
01F2603N,03F0698N,3
01F2827N,03F0201N,1
01F3252N,01F1906N,10
03F0996S,03F1779S,26
03F2306N,01H0200N,1
01F1774S,03F3743S,3
01F3252N,01F0467N,3
03A0041S,01F0061N,96
01F2866N,01F2866N,146
01F0339S,01F0293N,1
03F1860S,01F2714S,9
03F2306S,01F3286S,1
03F2447S,01F3686S,15
05F0309N,01F1725S,8
01H0206S,01F1621S,10
01F0248S,01F2011S,7
01F2674N,01F1389N,2
01F0578S,01F1465S,5
01F0979N,01F0293N,1
01F3185N,01F1664N,9
01F0681S,01F0928S,58
01F0155S,01F1802S,4
03F2840N,03F2231N,9
01F1725N,01F0750N,21
03F3854N,03F2447N,2
03F0648N,03F0394N,411
03F3854N,03F1860N,2
03F2306S,01F3398S,2
03F0559S,03F1710S,2
01F0005S,01F0633S,13
01F3227N,01F2603N,19
03F0559S,03F0698S,10
03F2079S,03F3496S,4
03F2985N,03F2985N,467
03F3211N,03F1941N,1
01F3525N,03F2100S,2
01F3252N,03F0394N,9
03F1633S,03F1944S,2
03F2079S,01F3227S,2
03F0337S,03F2614S,1
01F1839S,01F3366S,4
03F4259N,03F2840N,1
01F0928S,03F0996N,76
01F0557N,03F0447N,114
03F3916N,03F2078N,3
01F0664N,01F1123S,1
03F1651S,03F2614S,2
01F2089N,03F0996N,1
03F0996S,01F0293N,2
03F3101N,01F2930S,1
03F1215S,03F2447S,1
03F2614S,03F3101S,10
01F1960S,01F2714S,1
03F1128N,01F0880N,30
01F0376S,01F0532N,2
03F1651N,03F0140N,4
03F0158S,03F2336S,2
01F0339S,03F1779S,16
01F1802N,01F1465N,43
03F1022N,01F0750N,23
03F1991S,03F1991S,240
05F0309N,03F1051S,2
03F3743N,01F3686S,4
01F2930N,01F2011N,10
03F2066S,03F2066N,4
01F3252N,01F0928N,2
01F0750N,03F0116S,14
01F3460N,01F2514N,4
01F2156N,01F1802N,204
01F0750N,01F0233N,120
03F4232N,03F3187N,5
01F3590N,03F1941N,3
01F3366N,03F0394N,1
03F2129S,03F3496S,29
01F2089N,03F0394N,8
03F0698S,03F1779S,14
03F4168N,01F2674N,1
03F1128S,03F4018S,2
03F1710S,03F1779S,346
01F3083N,03F2447N,2
03F2415N,01F1802N,10
01F3083N,03F1860N,6
03F2129S,01F3227S,19
03F1739N,03F1739N,146
03F0961S,01F3185S,5
01F2930S,03F2125N,1
01F3525N,01F0155N,2
01F1664S,03F1779N,1
03F2261S,03F4018S,1
01F0664N,01F3640S,1
05F0528N,01F0339S,2
01H0305S,03F3854S,4
01F0532N,03F0783S,1
03F0394S,03F1215S,11
01F0980S,01H0271N,4
01F0750N,03F0648S,9
01F1725N,01F0293N,29
03F4021N,01F2425N,4
03F2840N,01H0271N,2
01F3696N,03F2306N,2
01F1389S,01F3686S,2
01F0979N,01F0750N,2
03F2447S,01F3286N,1
03F0846N,01F0233N,13
03F3307N,03F3211N,32
01F2603N,01H0174N,1
05F0287N,01F0532S,1
01F1839S,01F2156S,198
01F0293S,03F2152S,1
01F0099S,01F0681S,4
03F0394S,01F2866S,5
03F1710N,03F1161N,1
01F2089N,01F0928N,3
03F0087S,01H0163S,60
01F1621N,01F0557N,2
03F3259N,03F2260N,3
03F3101N,03F0150N,1
01F0532S,01F0633S,461
03F2100S,03F2066N,1
03F2840S,01F3686S,11
03F0116N,01F0099N,106
03F2535S,03F3307S,4
01F3696N,03F2153N,11
03F2985N,03F0559N,3
03A0041S,03F2447S,1
01H0206S,03F1860S,3
01H0305S,01F1802S,24
03F3670N,01F2714N,1
03F1941N,03F1332N,3
01F3019N,03F4263S,1
01F3525N,01F0509N,1
01F0509S,01F0339N,1
05F0001N,03A0015N,59
03F1022N,01F0293N,2
03F1051N,05F0287S,2
03A0015S,03F1633S,1
01F0061S,01F0376S,143
01F3460S,03F3916S,3
03F1860N,03F0217N,1
01F3185N,03A0041N,2
03F1860S,03F1944S,28
03F0996S,01F0750N,11
03F0559S,03F1161S,19
01F0928S,03F0394N,3
03F1128S,03F4142S,2
01F2866N,03F3101S,1
01H0305S,01F2483S,1
03F0447S,03F2923S,4
05F0309N,01F0155N,1
01F0928S,03F4168S,1
01F3227N,03F2840N,1
01F2425N,01F0061N,1
05F0438N,03F0150N,344
03F1051S,03F2306S,1
03F0006S,03F0447S,38
01F0029S,01F0880S,9
01F1465N,03F0150N,3
03F3743N,01F3286N,40
03F1022S,03F1215S,6
01F1725N,03F1779S,3
01F3019S,01F3019N,3
01F3590N,01F3590N,1109
03F0394S,03F4018S,4
01F1906S,03F2194S,5
01F3126N,01F2394N,4
01F0681S,03F1128S,6
03F0648S,03F1128S,24
03F1128S,01F2866S,2
03F0559S,01F0578S,1
01F0005S,03F0021N,1
03F0648S,03F1022S,61
03F3187S,03F4232S,2
03F2777N,03F2709N,67
01F0681S,03F1022S,5
03F4142N,01F0256N,1
01F3286S,01F3366N,2
01F0928S,01F1906N,1
01F3286S,01F2089N,1
01F0750N,01H0447N,5
03F1128S,03F1215S,144
01F3366N,01F0467N,1
01F0633S,01F3590S,7
01F3640N,03F2985N,22
01F2089N,01F0467N,3
01F2089N,01F1906N,144
01F2603N,01F1572N,3
01F1839S,03F1991S,3
01F3366N,01F1906N,3
01F1389S,01F2394S,7
03F0116S,03F0525S,4
03F0394S,03F4142S,4
01F2514N,03F2066S,2
03F1992N,05F0439S,1
01F3640N,03F1991S,24
03F1941N,01F0979N,1
03F2125N,03F1860S,1
01F3366S,01F3561S,9
01F3525N,01F1725N,6
01F2394S,01F2674S,7
01F3126S,03F4018S,3
05F0309N,01F0509N,2
03F2535N,03F2336N,20
03F0006S,01F0147S,7
01F0928S,01F0980S,36
03F3496N,01F2483N,2
01F0750N,01F0339N,194
01F3252N,01F2425N,18
01F3696N,03F4018S,10
03F0525S,01F0467N,102
03F1651S,01F3185S,5
03F2447S,01F2322N,1
01F0509N,01F0293N,180
01H0163S,01F3286S,1
03F2261S,03F2306N,2
03F1860S,03F4232S,6
01F1465S,01F1621S,76
01F2827S,03F3743S,4
03F0217S,03F0783S,4
03F0525S,03F4168S,1
01F0005S,03F1860S,2
01F1664S,01F1906S,2
03F2078N,01F3590S,2
03F3496N,03F0447N,1
01F2249N,03F0961N,3
03F0525N,01F0376S,6
03F1633S,03F1633N,4
03F1779S,01F3640S,10
03F0846N,01F0633N,16
01F0147S,01F0376S,8
01H0305S,01F0509N,2
03F2535N,03F0961N,1
03F1779N,03F1161N,1
03F1941N,03F1941N,236
03F0525S,03F3445S,1
01F0509S,03F0648S,104
01F0264S,03F0217N,1
01F3696N,01F2603N,13
01F2156S,01F3366S,1
01F2425N,01F1572N,2
03F2614N,03F0648N,2
01F3676S,01F3676S,139
01F3185N,03F2079S,3
01H0579S,03F1257S,7
03F2100S,03F2306S,41
03F1485S,01F3398S,1
03F4021N,03F0996N,1
03F2709S,01F3590S,1
03F2066N,01F1960S,92
03F2306N,01F0584N,1
03F2923S,03F3211S,14
03F1257S,03F1257S,316
03F0337S,01F3185S,9
01F2322N,01F1465N,2
01F0155S,01F1725S,12
01F3398N,01F3366N,457
05F0287N,01H0334S,1
01F3398N,01F2089N,3
01F3696N,03F4142S,6
03F2415N,01F1906N,11
01F2827S,03F3392S,1
01F1045N,01F0557S,1
01F2674N,01F1292N,1
01F2394N,01H0579N,1
01F2011S,01F2156S,506
01F0256N,05F0494S,8
03F2923N,03F2100N,24
03F0158S,01F3590S,1
03F2125N,03F0021N,2
01F2514N,03F1739N,1
03A0041S,03F1395S,6
01F3525N,03F3854S,1
01F0880N,01H0200N,99
01F2394N,03F0525N,3
01F3185N,03F1860N,8
03F0447S,01F0664S,21
03F2231N,03F0447N,7
03F2079S,01F1774N,1
03F2899S,03F2899S,64
03F0525S,01F0928N,3
03F2153N,01F0584N,2
01F3185N,03F2447N,12
03F1992N,03F0648N,12
03F2152S,03F2194S,403
01H0206S,01F1389S,2
03F3854N,01F1664N,1
03F4168N,01F2514N,1
05F0309N,01F1802S,1
01F1802N,01H0271N,21
01F1802S,03F1651N,1
01F0980S,03F1633S,20
01F0928N,03F0217S,1
01F2930N,01F2827N,81
01F0880N,01F0532N,204
01F1664S,03F2152S,2
01H0271N,03F0301S,1
05F0438N,05F0309N,393
05F0287N,03F1779S,1
03F0006S,01F0061S,77
01F2089N,01F1802N,236
01F3366N,01F1802N,4
03F4259N,03F2153N,1
03F1633N,05F0287S,1
01F1292N,01F0017N,1
03F4232N,01F1292N,1
01F1774S,03F2923N,1
01F1774N,03F1395N,1
03F1215N,01F0293N,2
03F3743N,01F2322N,4
01F1802N,03F1128N,3
03F2415N,03F0394N,8
01F0099S,03F0337S,24
01H0447N,03F0394S,1
03F1992N,03F0498N,1
03F2100N,03F1779N,102
01F0155S,03F1051S,1
01F1725S,03F2306S,1
03F2777S,03F2777S,125
01F1960N,01F1621N,20
01F2514N,01F2514N,205
01F0029S,03F0447N,1
01F3640N,01F3083N,82
01F0532S,01F1621S,7
05F0001N,03F0301S,24
01F3590N,01F0979N,5
01F1802S,01F2249S,113
01F1389N,01F0339N,1
03A0015S,01H0271N,1
01F0557S,03F0961N,1
03F1944S,01F3525S,1
01F0928S,01F1802N,1
05F0528N,03F0140N,29
01F3460N,01F2930N,25
03F1161N,01H0271N,7
03F2447S,01F2603S,14
01F0664S,03F4263S,1
03F1779S,01F3083S,4
03F1128N,01F0681N,3
01F0750S,03F3307S,2
03F1779S,01F2514S,14
01F3083N,03A0041N,1
01F0928N,03F0846S,7
03F2336N,03F2100N,225
01F0099S,03F1651S,1
01F0750S,01F2425S,2
03F1161N,03F1128N,89
01F3590S,03F3101N,1
03F2415N,01F0928N,5
01F0467S,03F1395S,6
03F3854N,03F2985N,19
01F3696N,05F0309S,3
01F0467S,01F2674S,4
01F0532S,01F3640S,13
03F3187S,01F3686S,32
03F1257N,01F0293N,2
01F0248S,03F1332S,1
03A0015S,03F0217S,218
03F0525N,01F0005N,27
01F2827S,01F3019S,148
03F2923S,03F4263S,1
01F0750S,03F1161S,2
03F3496S,01F3460S,2
01F0633S,01F0750S,136
01F1465S,01F2514S,2
03F0054N,01F0061S,1
03F2235S,03F2614S,16
03F0648N,01F0155S,3
01F1774N,01F1725S,1
03F2194S,01F3460S,1
03F3854N,03F1991S,2
03F1395N,03F0021N,2
03F0961S,03F1128S,116
03F2985N,03F2447N,10
03F4232N,01F2514N,1
01F0532N,03F0301N,3
01F1664N,03F2194S,1
03F2985N,03F1860N,1
01F0005S,01F1123S,5
03F0394S,01F0664S,16
03F1739N,01F0664N,8
03F0961S,03F1022S,248
03F2777N,03F2231N,6
01F3227S,01F3460S,74
03F1944S,03F3854S,1
01F2425N,01F0584N,5
03F3588N,03F3187N,3
01F2156N,01F1774N,89
01F0928N,01H0271N,343
01F0928S,03F3496S,2
03F3588S,01F3366N,2
01F2514N,01F1292N,1
01F2011S,01F2322S,63
01F3525S,03F3916S,2
01F0928S,01F3227S,10
01H0206S,03F1651S,8
03F1944S,01F2483S,3
03A0015S,03F0846S,22
01F0750S,03F3259S,2
01F0061S,05F0309S,32
01F0099S,03F0021N,2
03F3743N,01F2714N,1
01F0664N,01F0633S,1
01F2714N,03F2125N,4
01F3083N,03F0559N,3
03F3496N,03F3307N,58
01F1465N,03F0447N,20
03F3743N,03F1051N,4
01F3286S,03F2614N,1
03F0961N,05F0439S,17
01F1725N,03F1651N,340
01F0980S,03F2235S,8
03F4021N,01F1774N,1
03F0498N,01F0155S,7
01F3019S,03F4142S,1
01F0750N,01F0147N,1
01F3398N,03F0961N,1
03F0996S,03F2777S,1
05F0001N,03F0559S,8
03F3743N,03F1633N,1
03F0006S,01F2011S,1
01F3525N,01F3525S,1
01F3460N,01F1389N,2
03F2747S,03F3743S,4
03F0648S,01F3185S,6
03F0846N,03F0201N,10
01F0557N,01F0750S,4
03F3670N,01F3286N,25
01F0681S,01F3185S,1
01F0880S,03F2447S,1
03F0158S,01F1292S,5
01F1123N,05F0287S,1
03F1991S,03F2079S,15
03F2336S,03F2447S,7
03F0394S,01F0005N,1
01F1621N,01F0233N,10
03F1710S,01F2249S,3
01F2603S,01F2827S,4
03F2129S,03F3445S,31
03F2747S,03F3670S,1
03F0698S,01F2249S,4
03F3101N,03F0447N,3
01F0182S,03F0394N,2
01F3398N,03F2336N,1
01F1621N,03F0116S,2
03F2066S,03F2066S,564
03F1651N,01F0664N,5
03F1332S,03F3445S,2
03F0201S,03F0301S,16
01H0579S,01F1465S,7
03F3187N,03F2260N,1
01F0633S,03F2535S,2
03F0394N,01H0271N,1
03F2747S,03F3392S,1
03F2306S,03F2840S,28
03F2129S,03F4168S,5
01F0467N,03F0201S,1
01F0376N,03F0217N,1
01F2249N,01F2089N,120
01F0532S,01F2514S,2
01F0509S,01F1960S,14
01H0579N,05F0309S,14
03F1332N,03F1332N,172
03F0698N,03A0015N,1
01F3019N,03F2100S,1
01F0005S,01F0681S,9
01H0271N,03F0559S,1
03F0698S,03F1651N,1
01H0334S,01F0633S,2
03F2153N,01F1572N,1
03F4021N,03F0217N,1
03F1710S,03F1651N,8
01F2674N,01F2514N,63
03F1633S,01F2603S,3
03F0559S,03F2125N,1
03F1485N,03F0301N,3
03F0846S,03F2129S,6
01F1839N,01F1802N,681
03F2129S,01F1906N,3
01F3398N,03F2923N,2
03F1128N,03F1051N,210
01F3019S,03F4018S,1
01F0633N,03F0525S,2
03F2840S,03F4232S,4
03F0783S,01F1045S,1
03F4232N,03F2066S,1
03F0961N,03F0648N,195
03F2985S,01F2483N,3
01F1960N,03F1215N,7
03F0201S,03A0015N,13
01F1465S,01F1774S,101
03F4168N,01F0664N,1
03F0996S,01F0979N,279
01F2827S,01F3126S,63
01F1572S,03F2535S,2
03F0337S,03F0394S,997
01F1045N,01F0017N,3
01F2866N,03F1779N,1
03F3854N,01F3083N,9
01F2483N,01F0532N,2
01F0664S,01F1725S,56
01F1839S,01F2322S,62
01F1839N,01F0928N,5
01F0633S,01F1292S,15
03F2923N,01F2156N,3
01F0005S,03F0337S,131
01F3286S,03F2923N,1
03F2336N,03F0498N,1
01F1621N,01F0248S,1
01F0005S,03F1651S,4
03F0447S,03F4018S,2
01F1123S,01F3185S,6
03A0041S,01F0532N,1
05F0438N,01F0880S,3
03F0525N,05F0309S,65
03F1739N,01F1292N,1
03F2079S,01F2425N,1
01F0467N,01H0271N,445
03F3392N,01F1839N,2
01F3185N,01F3366S,1
01F1664S,03F3101S,3
05F0528N,03F2306S,1
01F0979N,01F0979N,284
03F0498N,03F0217N,32
03F0337S,03F1022S,33
03F4259N,03F4142N,170
01H0206S,01F1123S,18
03F0961N,03F0498N,6
03F1860S,01F2394S,15
03F0447S,03F4142S,2
01F2514N,01F0664N,3
01F3640N,01F1664N,4
03F0136S,05F0494S,29
01F0664S,03F2100S,4
03F1128S,03F2923S,3
01F1839N,03F0394N,4
03F0337S,03F1128S,16
01F0005S,01F0017S,18
01F3286N,03F3101N,1
01F0061S,01F0005N,1
01F3185N,01H0208N,1
03F0301N,01F0099N,29
01F1572N,03F0447N,4
01F3696N,01F3019N,40
01F2089N,01F1960N,14
03F2231N,03F0150N,1
01F2930N,03F1332N,1
03F2261S,03F2923S,16
03F1022S,03F2923S,1
03F2336N,03F0648N,5
01F0509S,03F2840S,2
01F2674N,01F2674N,355
01F0584N,01F2011S,1
03F0158S,03F2535S,1
03F1332S,01F1802N,1
03F2415S,03F2447S,40
03F0559S,03F3307S,1
01F0880S,03F1395S,13
01F0413N,01F0155N,8
01F1774N,01F0256N,30
01F3460N,03F2066N,1
03F0447S,01F2866S,8
03F2415N,01F3227S,1
01F2603S,01F3252S,20
05F0528N,01F0509S,2
01F2156S,03F2447N,1
03F2129S,01F1802N,2
01H0206S,01F0681S,119
01F1839N,01F0467N,2
03F0559S,01F2425S,16
03F0447S,03F1215S,9
01F0376N,05F0055S,2
01F0017S,03F0394S,20
03F3392S,01F3083N,4
01F0005S,03F0961S,2
01F3676N,01F3286N,8
01F3185N,01F0213N,1
01F1621N,01F0633N,23
03F0447N,01H0200N,8
03F1860S,01F3686S,21
01F3398N,03F2614N,1
03F2923N,03F0498N,1
03F3670N,01F2322N,2
01F3590N,01F2827N,62
01F0664N,01F0017N,2
03F1944S,01F1725N,15
01F2603N,01F0584N,3
01F0664S,03F1051S,14
01F0467S,01F0532N,21
01F3525N,03F0846N,1
01F3252N,01F1774N,14
03F4232N,01F2674N,1
01F3640N,03F1710N,1
03F2709S,01F2930S,1
01F0061S,01F0664S,1
01F0017S,03F1022S,2
01F0017S,03F0525N,1
05F0287N,01H0579S,15
01H0305S,01F3525S,1
03F0394S,03F2923S,3
03F2614N,03F2100N,53
03F2535S,03F3259S,1
03A0041S,01H0200N,1
03F0648N,03F0217N,13
01H0579N,01F0005N,20
01F3185N,03F0559N,6
01F0248S,03F0525S,13
01F0293N,01F0017N,2
01F1960S,01F2394S,1
01F0413N,01F0509N,1
01F0664N,01F1621S,1
01F1621S,01F3590S,1
01F0532S,01F0557S,1264
01F0532S,01F1774S,35
03F0525S,01F3227S,2
01F2930N,01F0979N,2
03F2923N,03F0648N,1
03F1022N,01F0557N,2
03F3392S,03F4018S,15
03F2985S,03F3743S,91
03F3445N,03F2336N,1
01F3185S,03F4142S,3
01F0182S,01F1664S,2
03F0201N,01F0182S,1
01F3640N,01F3019N,52
03F1633S,03F2614S,2
01H0579S,01F1774S,53
01F3525N,03F3392N,5
03F0158S,03F0525S,85
01F1960N,01H0271N,12
01F3525N,03F1485N,1
01F2394S,01F2483S,43
01F0029S,01F0061S,148
01F0339S,03F2840S,1
03F0961S,03F4232S,1
01F1725N,03F0201N,6
05F0438N,01F1839S,2
03F2194S,03F2235S,178
01F1774N,01F1572N,90
03F0648S,01F3686S,9
01F0681S,01F3686S,1
03F3496N,01F3126S,1
01F1621N,01F0293N,7
03F1257S,01F1774S,3
01F3366N,01F2156N,3
01F3696N,01F1664N,5
03F2614N,01F1802N,1
01F2011N,03F2066S,10
01F3227N,03F2079S,4
03F3392N,03F1633N,1
01F2866N,03F0217N,1
05F0055N,01F0182S,2
03F2985S,03F3670S,23
01F1292N,01F1045N,4
05F0528N,03F0337S,55
03F3445N,03F0961N,1
01F1960N,03F1128N,2
03F3445N,03F2923N,35
01F2394S,03F3854S,2
01F0633N,01F1292S,1
01F0376S,01F1725S,1
03F1022N,03F0201N,2
01F3640N,01F0005N,3
01F1802N,01F1621N,165
01F2011S,03F2923S,7
01F0248S,01F0750S,74
01F1725N,01F0557N,3
03F4142S,03F4263S,157
01F3252N,01F3227N,563
01F0532N,03F0559S,3
03F2985S,03F3392S,34
01F0980S,03F1485S,40
03F1944S,03F2447S,2
03F0783N,01F0155S,1
01F0578S,03F1860S,6
03F1779N,03A0041N,10
01F2866N,01F1774N,10
01F0182S,01F1045S,7
03F0525S,05F0439S,1
01F0557S,01F1292S,5
03F1395N,03F0140N,1
01F3083N,03F2840N,2
01F1292N,01F0664N,12
03F1651S,03F1944S,3
03F0698S,01F1572S,3
01F2249S,01F3640S,16
01F3525N,01F0532N,5
01F0467S,03F0846N,2
01F3185S,03F4018S,2
03F0006S,03F0447N,1
03F3392S,03F4142S,20
03F1257N,01F0233N,1
01F0339N,03F0338N,3
01F3460N,01F2394N,2
05F0528N,03F0961S,2
05F0438N,01F2011S,1
01H0208N,05F0055S,1
01F0980S,01F3460S,6
01F0578S,03F3187S,1
03F1332S,01F1664S,8
03F3743N,03F2415N,3
01F2514N,03F2535N,2
01F0880S,01F2483S,4
01H0305S,01F2674S,2
03F1022N,01F1572S,2
03F0846S,01F2714S,3
03F3670S,03F4142S,2
03F0559N,03F0217N,32
03F0996S,03F2840S,2
03F3743S,03F4018S,34
01F3460S,03F3588N,1
01F3525N,01H0200N,2
03F0648S,01F0880N,1
03F4018S,03F4263S,41
01H0608N,01F0339N,2
03F0961N,01F0099N,2
01F2249S,01F3083S,10
01F0029S,01F0147S,1
01F0005S,01F0509S,42
01F2089S,03F3101S,1
01F2249S,01F2514S,34
03F2125N,03F2066N,971
01F0880S,01F1802S,32
03F3187S,01F3185S,34
01F0928S,03F0648N,2
01F1802N,03F1739S,4
03F2336S,03F3854S,1
03F1779S,03F2066S,40
03F0201N,03F0116N,3
03F2066S,03F2260N,5
01F0880S,03F3854S,7
03F3743N,03F2747N,8
01F2089N,03F0648N,6
05F0001N,01F0928S,1
01F0584N,01F0880S,1
01F1774N,01H0174N,5
03F1128N,03F0301N,4
03F3743S,03F4142S,33
03F2336N,01F0099N,1
03F3392N,03F1051N,3
01F0509S,01F0979N,2
03F0648S,01F2394S,5
03F1485N,03F1051N,30
03F3670S,03F4018S,3
03F2306S,03F2777S,4
05F0309N,01F0532N,1
01F3227N,03F2447N,2
01F3398S,01F3590S,304
03A0015S,03F1739S,2
01F3252N,03F1779N,4
05F0055N,03F0116N,1
01F3227N,03F1860N,7
03F1992N,01F1802N,2
03F3307N,03F2194N,2
01F1664N,03A0041N,5
01F1839S,03F2923S,2
03F1257S,01F2514S,1
01H0163S,01H0579S,24
03F0996S,01F1960S,15
01F0264S,03F3101S,1
01F1802S,01F3286S,25
01F2156N,03F1779N,17
01F0980S,03F1739S,54
05F0528N,01F1123S,1
03F1860S,01F3185S,15
03F1992N,01F0928N,3
03F1739S,01F2011N,1
03F4168N,01F3398N,2
01F0155N,03F0158S,2
03F3445N,03F2614N,7
03F1395N,05F0494S,1
03F1651S,03F4232S,2
03F0301S,01F2425S,1
01H0608N,01H0447N,5
01F0557N,03F0525S,8
01F0532S,01F1465S,2
03F1710N,03A0041N,1
03F0006S,01F0880S,10
03F3307N,01H0200N,1
03F2260N,03F0961N,2
01H0305S,01F0532N,2
01H0579S,01F2514S,1
01F3286S,01F3590S,619
03F0337S,03F0338N,4
01F0029S,03F0447S,11
03F0217N,01F0061N,86
01F1774S,01F2930S,6
05F0287N,05F0055N,343
03F3259N,03F3187N,21
03F2535S,03F2985S,5
03F0559S,01F3252S,1
01F2483S,01F3286S,16
03F2614N,01F0467N,1
03F1128S,01F2322S,4
03F4168N,01F3640S,5
03F0447S,01F2156S,24
01F0248S,01F1292S,18
03F2614N,01F1906N,1
03F2535N,03F2535S,1
03F0217S,03F0559S,34
01F1664N,01F2089S,1
03F2100N,03F0996N,2
03F0394S,03F1710N,1
01F0467S,01F3525S,5
03F1992N,03F0394N,17
05F0438N,03F3743S,1
01F0509S,03F2777S,1
01F2249N,03F2535S,2
01F0099S,05F0494S,1
03F1739S,03F1779S,21
03F1485S,01F2249S,3
01F0557S,01F0750S,18
03F4232N,01F0017N,1
03F4021N,01F3227N,10
01F3590N,01F0339N,2
03F0559N,01F0155S,4
01F1389N,01F0979N,68
01F1292N,01F1292N,177
03F0337S,03F4232S,1
03F4232N,03F2260N,7
03F2415N,03F0648N,4
01F1123S,01F2394S,3
01F1906S,01F3366S,3
01F3640N,05F0309S,1
01F1802S,03F3916S,1
01F0147S,01F2322S,1
01F0213N,05F0055S,2
03F2614N,03F0394N,2
03F1739N,01F0557S,2
03F1257N,01F0633N,5
03F0525S,01F0376N,1
03F3854S,03F3916S,532
05F0055N,03F0525S,11
03F0301N,05F0439S,70
03F3854N,03F2306N,3
01F1123S,01F3686S,4
01F0061N,01F0147S,1
03F1739N,01F1774S,8
01F0584N,03F0447N,42
03F1215N,03F0201N,1
01F0578S,01F1389S,3
03F0116N,01F1664S,1
01F2394N,01F0880N,2
03F0783N,03F0217N,11
03F1992N,01F1906N,20
01F1621S,03F0961N,1
03F1992N,01F0467N,4
03F3916N,03F3916N,160
01F0017S,01H0305S,68
01F1906S,01F0213N,1
01F1774S,03F2535S,2
01F2483S,01F3398S,6
03A0015S,03F1485S,1
03F2125N,01F1389N,4
03F0301N,01F0264S,1
03F2079S,03F3101S,5
01F2011N,03F1739N,1
03F0447S,03F1991S,11
01F2674N,03F2260N,2
01F3286N,05F0287S,1
01F0880N,01F0509N,216
01F2089N,05F0439S,1
03F3916N,01F2827N,2
03F3854N,01F0376S,1
03F2415S,01F2483S,3
01F0339S,01F1960S,26
03F1051S,03F1860S,29
01H0163S,01F2249S,1
05F0528N,01F0681S,3
03F1215S,03F4263S,1
01F3126N,01F2930N,248
01F0880N,01F0155N,13
03F2614S,01F3227S,1
01H0206S,01F0509S,276
05F0287N,01F1572S,1
01F2322N,03F2125N,9
01F1465S,01F1465S,282
03F0394S,01F2322S,5
03A0041S,01F3525S,1
