target,source,flow
03F0996S,01H0208N,3
01F0880N,01F0681N,38
03F1633S,03F2447S,1
03F3445N,01H0271N,2
03F0648S,03F1051S,18
03F0698S,03F1991S,8
03F1992N,03F0140N,2
01F0339S,03F0559N,1
01F0681S,03F1051S,4
01F3590N,03F1860N,4
03F0394S,03F3916S,3
03F0116N,03F0021N,571
03F1022N,01F2156S,1
01F0633S,03F2235S,1
01F2394N,01F0256N,3
01F2514N,03F1779N,3
03F2306N,01F0880N,1
01F3525N,03F2415N,1
01F1292N,03F0217N,3
03F2777N,03F0447N,3
01F1725N,05F0000S,1
01F2930S,03F3392S,2
01H0447N,01F0256N,212
01F0293S,03F1257S,1
01F3252N,01F1774S,1
03F0394S,01F0233N,12
01F1621N,01F0005N,2
01F2156N,01F3640S,1
01F1960N,03F0961N,3
03F3445N,03F1128N,2
03F2235S,03F3854S,3
01F0061S,01F0248S,392
01F3252N,03F2535N,1
01F3185N,01F0979N,18
03F2306N,01F2394S,1
03A0015S,01F1292S,1
05F0309N,01F0928S,6
03F1161N,01F1292S,1
03F2231N,01F2827S,1
01F2425S,03F4168S,1
03F1128N,01F0532N,5
01F0979N,01H0208N,1
01F2930S,03F3670S,3
01F2930N,03F0559N,2
03F4142S,01F3525N,3
01F0880S,01F2603S,8
01F3640N,01F0293N,5
03F0525S,01F1123S,13
03F1944S,03F2614S,1
03F2985S,03F2985S,485
01F0467S,01F2714S,13
01F0980S,03F2535S,1
01F2930S,03F3743S,14
01F1664N,01F0339N,16
03F3307S,03F4168S,1
01F2866N,01F0664N,2
03F2336N,01F1389N,2
01F2011N,03F0996N,2
03F1395S,03F1395S,198
03F4018S,03F4232S,75
03F2129S,03F3187S,5
01F1906S,01F1960S,639
01F0578S,01F1664S,26
01F3126S,03F3916S,1
01F1725N,03F1991S,1
01F0584N,01F0578S,15
01F0264S,01F1621S,6
03F0158S,03F0846S,31
03F0394S,01F3398S,1
01F2714S,03F3392S,1
03F4142S,03F4232S,324
03F0525S,01F0681S,49
03F1128N,01H0200N,3
01F3640N,01F2011N,29
03F2100N,03F1739N,1
01F1572N,01F1465N,30
01F3460S,03F4142S,1
03F0525N,01F0233N,11
03F0301N,03F0337S,1
03F4018S,01F3525N,1
03F0559S,01F3126S,1
03F2261S,03F3916S,2
03F3101N,03F2231N,2
01H0305S,03F2129S,9
01F0248S,03F1485S,2
03F0498N,01F0557S,2
03F2985S,03F3101N,1
01F3696N,01F0633N,4
03F1739S,03F2923S,1
01F0339S,01F3366S,1
03F1332S,03F1860S,20
01F1802S,01F2322S,73
01F2603N,03F0338N,4
03F2194N,01F0509N,1
03F0648S,01F1725S,59
01F0681S,01F1725S,9
03F3743N,03F1485N,2
03F3743N,03F3392N,55
01F0750S,03F3392S,1
01H0271N,01H0200N,1174
01F2249N,01F1621N,4
03F2614N,03F0140N,1
03F0961S,03F4263S,2
01F3185N,03F1332N,1
03F0783S,03F0996S,2
01F2674S,03F3854S,8
01F1292S,01F3126S,3
03F2100S,03F2100N,3
03F0559S,03F2261S,6
03F1779N,01F0339N,19
01F3696N,01F2249N,12
01F0750S,03F3670S,1
03F3743N,01F0532N,2
03F4168N,01F3227N,1
03F2261S,01F3286S,1
01F0557S,03F1739S,2
01F2714S,03F3743S,2
01F3590N,03F2079S,1
03F2152S,03F2840S,67
01F2483N,01F1123N,1
01F2394S,01F2603S,43
01F2714S,03F3670S,2
01H0163S,01F0376S,83
03F3670N,03F3670N,83
03F1710S,01F2156S,13
03F0698N,03F0698N,312
01F3126S,01F3398S,31
03F0158S,03F0217S,862
01F0928S,03F1651S,26
01F1664S,03F2066S,2
03F0698S,01F2156S,7
01F0750S,03F3743S,2
03F0996S,01F0213N,1
01H0206S,01F3227S,6
01F3686S,01F3286N,1
01F0681S,03F2100S,1
01F0256N,05F0439S,28
03F0648S,03F2100S,11
03F3854N,03F3588N,216
01F3286N,01F2483N,10
01F3126N,01F1802N,41
01F0980S,01F2930S,5
03F1128S,01F3286S,2
03F4021N,01F3640S,15
03F2153N,01F0880N,3
05F0528N,01F0264S,6
03F2535S,03F3392S,1
01F1621N,05F0309S,3
01F2394S,01F3286N,1
03F0006S,05F0287S,21
01F1123S,01F1725S,199
01F0147S,01F0248S,302
03F2066S,03F3101S,10
05F0055N,03F0846S,3
01F3126N,01F0928N,6
01F0264S,01F0633S,73
03F1215S,03F4232S,1
03F1941N,03F1860N,11
03F1395N,03F0394N,24
01F1045N,03F0996N,91
03F0648S,03F3211S,1
01H0447N,03F0136S,10
03F1485S,03F4142S,1
01F0029S,01F3252S,1
01F2425N,03F0338N,4
01F0750S,01F2011S,5
03F0054N,01F0099S,1
01F0664S,01F3185S,3
03F3101N,03F3101N,181
01F0155S,03F0394S,1
03F0394S,01F0633N,9
01F0633S,03F0846S,6
01F3525N,01F1839N,20
01F3676N,01F3676N,161
01F0467S,03F0559S,93
03F2194S,01F2089N,1
01F1774S,01F3460S,6
03F1485S,03F4018S,1
03F0525S,03F1651S,10
01F1664N,03F0648S,1
01F2483N,03F1633N,2
01H0579S,03F2152S,2
03F3101N,01F1465N,1
01F0376S,01F0467S,56
01F3126N,03F0394N,4
03F2535S,03F3743S,4
01F1123S,03F2100S,3
01H0163S,03F1215S,2
03F1395N,01F0928N,17
01F0155S,03F1022S,2
01H0579N,03F0116S,11
03F2535S,03F3670S,1
01F3460N,01F2156N,4
01F0155S,03F0525N,1
03F0006S,01F0578S,3
03F2079S,03F2709S,1
03F2336N,03F2066N,270
01H0579N,01F0233N,191
03F2447S,03F2194N,1
03F2415S,01F2603S,3
03F4021N,03F2535N,2
05F0055N,03F0217S,73
03F3307N,03F0301N,1
03F3496S,01F3366N,1
01F3126S,03F3588S,1
01F3525S,03F4142N,1
03F2415S,01F2322N,1
01F3227N,01F0339N,5
01F1465N,01F1465N,370
01F3640N,03F3259N,8
01F3460N,03F0648N,3
01F3696N,03F3916S,9
01H0305S,01F0928S,162
05F0438N,05F0438N,69
01F0750S,01F1839S,4
01F3126N,01F1906N,13
01F3185N,03F1941N,3
01F0005S,01F3227S,2
03F0846N,01F0376S,1
03A0015S,03F2535S,1
03F0158S,03F2235S,1
01F3126N,01F0467N,1
03F0559S,01F3019S,7
01F0147N,03F0054N,3
01H0305S,03F0301N,1
03F2899N,03F2100N,1
03F3445S,01F3590S,6
01F3696N,01F0233N,2
03F1710N,01F0339N,4
01F3398N,03F1215N,4
03F3496N,03F2709N,11
03F1485N,03F0846N,4
03F0337S,03F4263S,1
03F0006S,03F1161S,1
03F3259N,01F1774N,1
01F0182S,03F0021N,1
01F0980S,01F1292S,195
01F0557N,03F0846S,3
03F0136S,01F1045S,2
03F3307N,03F2415N,4
03F2447N,03F2260N,31
01H0579N,01H0333N,8
01F3590N,01F3252N,1
03F2447S,01F2674S,1
01F1839N,03F1860S,3
03F0447S,01F1572S,3
03F1860S,01H0174N,1
01F2394N,03F2100S,6
03A0041S,03F0559S,92
01F3126N,03F3445S,2
01F0681N,03F0150N,2
03F3496N,01F3252S,3
03F0525S,03F0961S,24
03F0136S,01F1664S,3
03F3743N,03F2194N,8
03F4232N,01F3185N,3
01F1906S,03F2840S,2
01F0061S,03F0116S,163
01F3083N,01F0979N,8
01F3676N,03F3670N,1
03F1051S,01F1664S,4
03F1395N,01F0467N,7
01F0155N,05F0000S,8
03F0338N,03F0301N,506
01F1572S,03F2235S,1
03F3307N,03F2747N,3
03F1485S,01F2866S,1
01F0979N,01F0029N,1
01F0928S,01F1123S,104
03F2923N,03F2066N,39
01F0248S,03F1739S,8
01F0099S,01F0099N,1
03F2535N,03F1215N,2
03F1944S,01F1839N,114
03F0846S,01F1802S,11
03F0996S,03F2079S,7
01F0557N,01H0271N,175
01F2249N,03F1215N,4
01F3019S,01F3286S,56
01F3640N,03F1651N,6
03F4259N,03F2078N,1
01F0880S,01F2714S,4
01F3398S,01F3460S,138
03F1485N,01F0155N,2
03F1485S,03F2923S,1
01F0467S,01F2603S,7
01F0147N,01F0061N,11
01F1774N,03F0525N,22
01F3185N,01F2827N,143
05F0528N,01F1664S,3
03F3101N,03F2709N,21
01F1774N,03F1022S,21
03F3211N,03F2985N,26
03F2985N,03F1941N,1
03F2125N,01F0928N,16
01F3590N,01F0213N,3
01F2930N,03F1860N,3
03F0525N,03F0201N,18
01F0339S,01F2089S,9
03F0961S,01F1725S,34
01F0664N,03F0217N,2
01F2089S,01F2514S,39
01F1839S,03F1651N,1
01F3640N,03F3588N,25
01F2249S,03F3101S,2
01F2089S,01F3083S,9
03F0846N,01F0664S,4
01F0509S,03F2194S,1
01F2930S,01F3126S,188
03F1395N,01F0099N,2
05F0528N,01F1045S,1
03F0648S,03F4263S,1
01F3696N,03F3445N,10
01F3252N,03F2260N,1
03F3854N,01F2011N,4
03F1860S,03F2747S,2
03F2306N,03F0338N,2
03F0006S,01F2425S,2
03F1485N,01F0509N,4
03F3392N,01F0509N,2
01F0980S,01F3590S,21
03F0301S,01F0880S,2
05F0309N,03F0783S,3
01F3460N,01F2866N,1
03F0301S,03F2336S,1
03F3916N,03F2840N,4
03F0648N,01F0017N,4
03F4168N,01F3185N,1
03F1128N,03F0698N,17
03F2125N,03F0394N,29
03F0116N,01F0681S,9
03F0394S,01F1572S,7
01F3590N,03F0559N,4
03F1332N,03A0041N,1
01F1839S,01F2249S,100
03F0961S,03F2100S,9
03F2231N,01F1465N,3
01F2483N,01F2322N,54
03F0846S,03F3854S,1
03F1779N,01F1960S,1
03F0525S,01F1389S,1
03F0158S,03F1633S,1
03A0041S,03F0301S,381
03F0447S,01F0633N,18
01F2425S,01F3227S,11
03F0996S,01F2089S,3
03F0961N,03F0140N,16
03F1992N,01F1389N,3
03F0559S,03F3743S,4
01F3019N,03F0525N,1
03F0961S,03F1051S,129
01F1045N,03F0217N,2
01F2425S,03F3496S,1
01F2394S,01F2714S,3
01F2322N,03F0447N,3
01F0264S,01F0557S,202
03A0041S,01F2603S,1
03F0846N,01F0005N,16
03F3307S,03F3496S,83
01F3525S,03F4142S,1
01F3083N,01F0750N,2
03F0116N,01F1123S,1
01F0750S,03F2261S,3
03F3496N,03F3101N,22
01F0182S,03F0961S,1
01F0264S,01F1774S,29
03F2125N,01F0467N,6
03F1944S,03F2129S,49
03F1332S,03F1651S,38
03F3307S,01F3227S,35
03F3670N,03F3392N,17
03F0559S,03F3670S,3
03F2415N,03F0021N,1
03F2100N,01F0664N,2
03F0158S,03F0201S,204
01F0339S,03F2079S,4
03F0006S,01F0099S,3
03F2125N,01F1906N,25
01F0532N,01F0509N,94
01F0532N,01F0155N,3
01H0206S,03F0394N,4
01F3590N,01H0208N,1
03F0498N,01F0017N,4
03F1633S,01F2674S,1
03F2777N,03F0150N,1
01F1774N,01H0579N,35
03F0698N,01F0532N,1
03F0116S,03F1739S,1
01F1664N,01F1960S,3
01F2603N,01F0880N,8
03F2066S,01F3227N,1
03F0136S,05F0439S,84
03F3670N,01F0532N,1
03F2923S,01F3185S,12
03F0217S,01F1802S,2
01F0928S,01F0950S,15
01F2089S,01F3640S,30
03F3743N,03F3670N,11
01F1045S,01F1465S,4
01F0928S,03F1860S,20
03F0337S,01F0256N,9
03F3743N,03F0698N,3
03F0140N,01F0029N,42
01F3019S,01F3398S,24
01F2866N,01F2514N,13
03F2985S,01F2827S,2
03F0087S,01F0182S,22
01F0339N,01F1725S,1
03F0301S,03F2415S,2
01F2714S,01F3126S,18
03F3392N,01F1725N,1
03F2336N,03F0140N,1
03F0140N,01F0293S,7
01F2483S,03F2985N,1
03F0337S,03F2100S,13
01F3083S,01F3460S,15
01F0664S,03F1128S,20
01F3696N,03F0201N,1
01H0608N,01H0208N,1
05F0001N,05F0001N,131
01F3460N,03F2100N,1
01F2674N,03F1779N,4
03F0498N,01F0633S,1
01F1621S,03F2235S,6
03F2447S,03F2447S,173
01F2514S,01F3460S,1
01F0664S,03F1022S,15
01F2674S,01F3525S,27
03F3392N,01F2483S,1
01F0928S,01F1389S,11
05F0055N,03F0201S,11
01F0681N,03F0447N,71
03F0158S,01H0271N,2
03F0301N,03F0021N,89
01F2011S,01F2249S,123
03F1651S,01F1725S,255
03F4142N,01F3185S,2
03F2899S,03F3101S,1
01F3185N,01F0750N,5
01F0633S,03F1633S,5
03F3496N,03F2231N,4
01F0182S,01F1123S,2
01F1725N,01F1664N,1208
03F0087S,03F0525S,20
03F1710S,03F1710N,23
03F1779S,01F1774N,2
03F2078N,03F1128N,5
01F3366S,01F3676S,6
03F1941N,03F0559N,1
03F0337S,01F1725S,75
01F2930S,01F3019S,497
03F3854N,03F3259N,10
03F2614N,03F2066N,30
03F0525S,03F1860S,5
01H0163S,01F0664S,4
01F0264S,01F3640S,8
03F1215S,01F2394S,2
01F2425N,01F0880N,5
03F2840N,03F2777N,3
03F0559S,01F2011S,20
01F0376N,01F0017N,36
01F0339N,01F0256N,37
01F2866N,01F2674N,143
03F2078N,01H0271N,2
01F1802S,03F1991S,5
01F0017S,03F1051S,1
03F4232N,01F3227N,22
03F0006S,01H0206S,1
03F4021N,03F2260N,2
01F0017S,03F0136S,20
01F0578S,05F0439S,1
03F1651S,03F2100S,33
03F0447N,03A0015N,8
01F3286N,03F3307N,1
03F2231N,03F2231N,601
01F2866S,01F3686S,1
01F1292N,03F0996N,9
01F0557N,03F0201S,1
01F0264S,01F2514S,3
01F3185S,03F3259N,1
03F0447S,01F0233N,4
01F1802S,01F2156S,204
03F0846N,05F0309S,33
01F1292S,01F1839S,2
03F2747S,03F3307S,4
01H0305S,03F0783S,3
01F0532S,03F0996N,1
01F0293S,01F1465S,2
03F1215S,01F3686S,3
01F2322S,03F2840S,5
03F1710S,01F1664N,1
03F0447S,03F3916S,3
03F4259N,03F3445N,3
03F0648N,01F0633S,10
01F2011N,01F1774N,129
01F0061S,03F0158S,2
05F0287S,05F0439S,17
03F3392N,03F3211N,18
03F0217S,01F0509N,5
01F3126S,03F3445N,4
01F3083N,01F2827N,90
01H0579S,03F3101S,2
01F0750S,01F3019S,1
03F1710S,01F2322S,5
03F2985S,01F3252S,22
03F2152S,01F0339N,1
01F0017S,01F1725S,2
03F4232N,03F1779N,2
03F0698S,01F2322S,2
01F1725N,03F1710N,2
01F2930N,03A0041N,1
01F3286S,01F3460S,181
03F0447S,01F3286S,3
01F2866N,03F2066S,1
03F2125N,01F1802N,18
03F0337S,03F1051S,7
03F0996N,03F0338N,3
01F0029S,01F0029S,140
03F1485N,03F1257N,18
01F0182S,01F0681S,9
03F2079S,01F3640S,5
03F0961N,05F0494S,3
03F0559S,01F1839S,3
01F2714S,01F3019S,27
01F3696N,03F2078N,5
03F2066S,03F2152S,425
03F1051N,01F2011S,1
03F2129S,01F2394N,1
03F0301N,05F0494S,20
01F0339N,01H0174N,5
03F1485S,01F2322S,1
03F0301S,03F3743S,2
03F1779S,03F1779N,2
01F0233N,03F0217S,2
01F2603S,03F3392S,2
01F0980S,03F0961N,177
03F3392S,01F3398S,8
01H0206S,01F1045S,25
03F2840N,03F0961N,1
03F2709N,03F2709N,74
03F2153N,01H0579N,3
01F0147S,01F2249S,1
01F2930S,03F3307N,1
03F1128S,01F2249S,2
03F2100N,01F2514S,2
03F2306N,03F0525N,1
01F1725S,03F3496S,1
03F3445S,01F2089N,1
03F0116N,01F0509S,12
01F2827N,03F0559N,1
01F1725N,01F0005N,13
03F3743S,03F3916S,52
03F0116S,03F0217S,37
01F2674N,03F0217N,1
03F4021N,01F2514N,1
03F2840N,03F2336N,9
03F0783S,03F0961S,7
01F1045S,01F1774S,4
03F0447S,01F0532S,10
03F1860N,01F0664N,1
01F1725S,01F3227S,8
01F3525N,01F3286N,528
03F3211N,01F2866S,2
03F2125N,03F2100N,561
01F0509N,05F0309S,6
01F3252N,03F2066S,1
01F2674N,01F1774N,16
01H0579S,03F0996N,1
03F1128N,01F0509N,8
03F3392N,03F0698N,1
01F0880S,03F2129S,3
03F1485N,03F0698N,2
05F0438N,01F2425S,1
01F0293S,01F3083S,1
01F1774N,03F0338N,44
03F4259N,03F4168N,370
03F0301S,03F3392S,1
01F0293S,01F2514S,6
01F2603S,03F3743S,1
03F3670S,03F3916S,1
01F0532S,03F3101S,1
01F0633N,03F0201S,1
01F1664N,03F1332N,9
01F3185S,01F3398S,101
03F2923S,01F3686S,14
01F1621S,01F1621N,1
01F0467N,03F0525S,8
03F3187S,03F4263S,2
01F3525S,03F2985N,1
01F0155S,01F0467S,123
03F1022N,01F0005N,5
03F0559S,03F2415S,5
01F2674S,01F2674S,307
03F1779N,01F0979N,41
01F0264S,01F1465S,4
01F2483N,03F2614S,1
05F0001N,01F0509N,1
03F2078N,03F1215N,7
01H0206S,01F1664S,12
01F3185S,01F3286S,607
01F3252N,01F2674N,60
03F4232N,01F1774N,2
03F3392S,03F3916S,9
03F0006S,03F0006S,513
01F1839N,01F1389N,30
01F0293S,01F3640S,1
01F3252S,01F3252S,204
01F1621S,03F1739S,33
01F3366N,01F2930N,15
03F0217N,01H0305S,1
01F1389S,01F1725S,234
03F2100S,01F3227S,5
03F4259N,03F3588N,43
03F2194N,01F0532N,2
03F0783S,03F1651S,2
03F2306S,03F2447N,1
03F0394S,01F2249S,11
03F3307S,01F2156N,1
01F0029S,05F0287S,9
01H0305S,01F2603S,8
01F2514N,03F0996N,2
03F2100S,03F3496S,7
03F0961N,03F0021N,7
03F2194N,03F1485N,2
03F2194S,01F3590S,2
03F3743N,01F0509N,4
03F1633N,03F0447N,17
01F0155N,05F0309S,13
03F2125N,01F1664S,1
03F3211N,01F2603N,1
01F1572S,03F1710S,2
01F1664N,01F0979N,68
01F0099S,05F0439S,11
01F3227S,01F3590S,278
03F0525N,01H0579S,2
01F0029S,01F0578S,1
03F2260N,01F1621N,2
01F0467S,03F2614S,2
03F0559S,03F2336S,10
05F0309N,03A0015N,174
03F0559S,01F0880S,5
01F1389S,03F2100S,3
01F0578S,01F3227S,2
01F3227N,03F1941N,4
01F3126N,05F0439S,2
03F2153N,03F0525N,2
01F3460N,01F1802N,11
01F1664S,01F1774S,1303
03F3392S,01F3286S,3
03F3496S,01F3590S,3
01F0509S,03A0041N,5
03F2100N,01F3640S,2
03F1779N,03F1332N,32
01F0099S,01F0264S,67
01F2394N,01F0584N,4
01F2011N,03F1779N,35
01F3185N,01F0339N,12
03F0559N,01F0633S,3
03F2231N,05F0287S,1
03F2066N,03F0559N,3
03F0447S,01F0293N,2
01F0005S,01F1664S,4
03F4142N,01F0880N,1
03F3854S,03F4018S,272
03F1710N,01F0979N,1
03F2100N,01F1774S,2
01F0509N,01F0005N,37
01F2714N,01F2483N,92
03F2985S,03F3307S,50
01F0155S,01F2394S,2
01F1664S,01F3640S,8
01F2249N,01H0271N,3
01F1725N,05F0309S,15
03F1051N,03F0447N,62
03F3743N,03F3211N,12
01F2483S,01F2866S,33
03F3854N,01F0633N,1
01F3252N,01F2514N,11
03F1215S,01F3185S,7
01F3525N,01F2322N,7
05F0287N,01F0005N,29
03F2535N,01H0271N,2
01F1621S,01F3460S,1
03F2447S,01F2483S,3
03F0559N,01F0017N,13
01F0880N,03F0301N,6
03F1257N,01F0376S,1
01F0928S,03F0140N,1
01F1123N,03F0150N,3
03F1651S,01F1572N,1
03F2840N,03F2614N,66
03F1860N,01F1292N,1
05F0055N,03F1710S,1
01F3640N,03F3445N,22
03F0525S,03F0996S,3
01F2249N,03F1128N,1
01F3227N,01F0979N,6
01F0467S,03F0783S,13
01F2866S,01F3185S,13
03F2535N,03F1128N,1
01F0664S,03F4232S,3
03F0846S,03F1395S,4
01F2714N,03F0447N,5
01F0339N,01F0061N,2
01F3460N,03F0394N,2
01F2089N,03F0140N,2
03F0136S,01F3227S,1
03F1022N,05F0309S,7
03F2840S,03F3211S,6
01F0061S,01F2249S,1
01F3696N,03F3588N,12
03F3743N,03F1257N,1
03F1651N,03F0996N,5
05F0309N,03F0301S,62
03F2747S,01F3252S,1
01F1802S,01F2866S,31
01F3590S,03F3854N,1
01F0509S,01F2089S,7
01F3083N,01F0339N,3
03F1051S,03F3496S,2
01F0664S,03F0338N,1
01F0005S,01F1045S,4
01F0248S,03F1633S,3
01F0880S,01F0928S,1754
03F0338N,03A0015N,39
01F3126N,01F2156N,13
01F0293S,01F1774S,24
03F1051S,01F3227S,6
03F3854S,03F4142S,152
03F3854N,01F2249N,2
03F1739S,03F1991S,6
03F0301N,03F0140N,281
03F2447S,03F3854S,13
01F0293S,01F0557S,123
01F1802S,03F4142S,1
03F1710S,05F0309S,1
01F3460N,01F0467N,1
05F0287N,01F0664S,2
03F3392S,03F3588S,6
03F1710N,03F1332N,1
01F2322S,03F2777S,4
01F0061S,01H0579S,51
03F1779S,03F2152S,32
03F4259N,03F4232N,2
03F1739S,01F2156S,1
01F2827S,03F3101N,1
03F4142N,01F3686S,11
01F3460N,01F1906N,4
01F3126N,03F0648N,2
03F0996N,03F0525N,1
03F1633S,01F3525S,1
01F0750N,03A0041N,3
03F3259S,03F3496S,72
03F0783S,01F1123S,1
03F0447S,03F1779S,30
03F2194N,03F2194N,427
01F2866N,03F2260N,1
03F3259S,01F3227S,22
01F0213N,01F0017N,122
03F3211S,03F3445S,20
01F2483S,03F4018S,2
01F3227N,03F1332N,1
03F1395N,03F0498N,1
03A0041S,03F0783S,12
03F4021N,01F2674N,2
01F0182S,01F0509S,65
01F1802N,03F0961N,17
03F3211N,03F2153N,1
01F1664S,01F2514S,11
01F2156N,03F2066S,12
03F1860S,03F4263S,3
01F1664S,01F3083S,4
03F0783N,01F0633S,1
01F1045S,01F3640S,1
01F3460N,03F3445S,1
01F0633N,01H0271N,224
03F3211S,03F4168S,1
01F2514N,01F2425N,130
03F1739N,03F0996N,22
05F0528N,05FR143N,629
03F0301S,01F2011S,3
03F0698S,03F2923S,3
01F0509S,03F2079S,5
01H0447N,03F0054N,5
03F1710S,03F2923S,3
03F3101N,03F2125N,29
01F2011S,03F2078N,2
03F2129S,03F2306S,99
01F2156S,03F2840S,1
03F1395N,03F0648N,17
03F0996S,03F2194S,3
01F0155N,01F0005N,919
03F2985N,01F1960S,1
03F1161N,03F0961N,34
01F1802S,03F4018S,1
03F3916N,03F2447N,4
03F4021N,03F3187N,1
01F0633N,03F0217S,1
01F0005S,05F0439S,33
01F0182S,01F0339S,17
03F1633S,01F1802S,40
03F1739N,01F1774N,1
03F2260N,03F1215N,4
01F0750S,03F2415S,1
03F4259N,01F2011N,3
03F0158S,03F1739S,3
03F2100S,03F3445S,15
05F0309N,03F0559S,29
03F3392N,03F3392N,312
03F3916N,03F1860N,1
01F1045S,01F1621S,1
03F1860N,03F1739N,9
01F0750N,03F0559N,10
03F1485N,03F1485N,273
03F0525N,01F0293N,4
03F0394S,03F1779S,30
01F1839N,03F0140N,1
03F2614S,01F2394N,3
03F1633N,03F0150N,2
03F2235S,03F2447S,17
01F0005S,01F0264S,154
01F0256N,01F0099N,38
03F0698S,01F2866S,2
03F2840S,03F4263S,3
01F2483N,01F1839N,27
05F0287N,01F0376S,50
01F1621S,03F1710S,1
03F1710S,01F2866S,1
03F1633S,01F2483S,1
03F3307N,01F1123N,1
03F0698S,03F1215S,7
03F3743N,01F3525S,5
01F0467S,03F2129S,6
03F4232N,01F2425N,3
01F3525N,03F1633N,1
01F0578S,03F4168S,1
01F1774N,01F0880N,39
01F2603N,01H0579N,1
03F0337S,01F0584N,2
03F4142S,01F3696N,113
01F2930N,03F2840N,1
01F1839S,01F3398S,5
01F3227N,01F0750N,1
01F0557S,03F0846S,3
03F0301S,03F2261S,1
01F0750N,01F0213N,14
03F1992N,03F0021N,2
01F1960N,01F3590S,1
01H0447N,01F0061N,55
01F2827N,03F2447N,2
01F3460S,03F2985N,1
01F0233N,03F0201S,2
01F1389N,03F0783N,1
03F2194S,01F2930S,1
01F1572S,03F1739S,17
03F1739N,03F0217N,5
03F2306S,01F3366S,2
01F0633N,03F0846S,1
03F2415N,01F1389N,2
03F1633S,03F3854S,1
01F2603S,01F3126S,21
01F2156N,01F0664N,2
01F0248S,03F2235S,2
03F0783N,01F0557S,3
03F1485N,01F0532N,1
01F1389N,01H0208N,1
03F1710N,01F0750N,1
01F0532N,01H0200N,9
03F2100S,03F4168S,1
01F0061S,01F0532S,4
01F0509S,01F0029N,1
03F3496N,03F2125N,33
03F0116S,03F0201S,15
01F3126N,01F2866N,16
01F0750S,03F2336S,1
05F0055N,01H0163S,2
01F0467S,01F1839N,1
01F3640N,01F3286S,1
01F0750S,01F0880S,288
03F0698S,03F4018S,2
01F2827N,03F2079S,1
01F3252N,01F1292N,1
03F1128S,03F1779S,31
03F1710S,03F4018S,1
03F2985S,03F3259S,26
03F0961N,01F0681S,2
03F2447S,01F3525S,6
03F2066N,03F1860N,86
03F1215N,01F0376S,1
03F1022S,03F1779S,2
03F1944S,01F2603S,8
03F2336S,03F2614S,8
01F1839S,01F3286S,15
03F1860S,03F3211S,2
01F0750N,01H0208N,30
01F0532N,01F0532N,404
03F1485N,01H0200N,3
01F3398N,01H0271N,2
01F1802S,03F2923S,7
03F0394S,01F0293N,9
03A0041S,03F2129S,3
03F4021N,01F0664N,1
05F0528N,01F3227S,1
03F0201N,01H0163S,7
03F2078N,01F1621N,2
03F2125N,03F0648N,15
01H0333N,01H0271N,26
01F0339N,03F0054N,1
01F2603N,03F1022S,1
01F0293S,01F0633S,43
03F0698N,01F0509N,1
01F0578S,03F0394N,2
03F2231N,03F2125N,915
03F4018S,01F3696N,34
01F1389N,03F0559N,6
03F2194S,03F2535S,38
03F4259N,01F0293N,1
01F3366N,03F2066N,1
01F2603N,03F0525N,5
01F3525N,01F2714N,14
01F2089N,03F2066N,3
01F1839S,03F3916S,1
01F3640N,01F0233N,7
03F2066N,01F2089S,14
03F2923S,03F4232S,7
01F0029S,01H0206S,5
01F3398S,03F3743N,1
01H0163S,01H0447S,41
01F3525N,03F1051N,2
03F1651N,03F0217N,7
01F1725S,03F4168S,1
01F2425S,03F2100N,1
01F2827S,01F3252S,59
03F2152S,03F2777S,14
01F3696N,03F3259N,2
01F2674N,01F2425N,25
03F2747S,03F2985S,15
03F1710S,03F4142S,1
01F3640N,03F3916S,50
01F0633S,03F1485S,4
01H0305S,01F2714S,3
01F3686S,01F3736S,19
03A0015S,03F0525S,44
01F1465N,05F0287S,2
03F3187S,03F3211S,35
03F3445N,03F1215N,1
03F0447S,01F2249S,14
03F1779N,01F0750N,3
01F0029S,01F0099S,98
01F2011S,01F3398S,6
03F3259S,03F3445S,94
03F3211S,01F3227S,7
01F0950S,03F2100S,1
03F3743N,03F0846N,4
01F0750N,01F0029N,8
01F3126N,03F2100N,2
03F4259N,03F3259N,7
01F0467S,01F0928S,175
03F1332N,03F1161N,4
01F0155S,03F0338N,3
03F3670N,03F3211N,2
03F3211S,03F3496S,13
01F1725N,03F2306N,1
01F3696N,01F0293N,2
03F1215N,03F1215S,1
03F0301S,01F3019S,2
03F2100S,01F1802N,1
01F0061S,01H0334S,3
01F3185S,03F3445N,6
03F4168N,01F1774N,1
01F0029N,01F0017N,18
01F1774N,01F0467S,1
05F0309N,01F2714S,1
01F3252N,03F3187N,14
03F0559N,01F0557S,8
01F2425N,03F0525N,8
01F1774S,03F2235S,2
03F1022N,01F0376S,1
03F1395S,01F1802S,1
03A0015S,01F0182S,1
01F2483N,03F2415N,3
01F0293S,01F1621S,9
03F3916N,03F4021N,1
01F0557S,03F2235S,2
01F3227N,01F2827N,73
01F0950S,01F1725S,1
03F1779S,03F3101S,1
01F2514N,01F1774N,27
03F4142N,03F0338N,1
01H0447N,01H0174N,93
01F0248S,03F0846S,10
01F2156N,01F1292N,2
03F2152S,01F0979N,1
01H0206S,05F0439S,1
01F0664S,01F2394S,2
01F2603S,01F3019S,23
03F0217S,01H0200N,1
03F2415N,03F2066N,250
03F3392N,03F2194N,4
